uid,title,company,domain,p_rnd,topic_id,topic_prob
"in-f497fd50c3e5d78f|scientist i, molecular biology","Scientist I, Molecular Biology",Tonix Pharmaceuticals,bio,0.9938550591468811,-1,0.004628425683261762
li-4296410182|scientist – genomic/proteomic (r&d & product development/manufacturing),Scientist – Genomic/Proteomic (R&D & Product Development/Manufacturing),InQuest Technologies,bio,0.9322818120320631,-1,0.0025780596329303277
in-156de76def118523|associate scientist-entry level media prep (2nd shift),Associate Scientist-Entry Level Media Prep (2nd Shift),Eurofins,bio,0.8613206545511881,1,0.8679465971980177
"li-3633425379|scientist/senior scientist, pharmaceutical analysis","Scientist/Senior Scientist, Pharmaceutical Analysis","Frontage Laboratories, Inc",bio,0.9893348614374791,19,1.0
in-15b171a97e1e9219|research assistant feghali diabetic research,Research Assistant Feghali Diabetic Research,UPMC,bio,0.9688464005788161,2,0.004552022785878792
in-bd0be3d6de29ed7e|sr. cellular/molecular biologist,Sr. Cellular/Molecular Biologist,"LifeSensors, Inc.",bio,0.9870153268178301,23,0.3928549391231836
in-6ea99f8dbd8038fb|histotechnologist (histotech),Histotechnologist (Histotech),Johns Hopkins University,bio,0.9137375950813291,32,0.27575889679422205
"in-21e6e7e4b131b964|associate director, regional marketing & product management, catalog products","Associate Director, Regional Marketing & Product Management, Catalog Products",GenScript ProBio,bio,0.8694033225377401,7,0.8201394516885099
in-e14769b63ce82f13|senior scientist – dosage form design and development,Senior Scientist – Dosage Form Design and Development,AstraZeneca,bio,0.8997477690378821,-1,0.05394547070984479
in-ed89eb59523f9b3a|clinical research scientist (neuroscience/clinical trial/clinical studies),Clinical Research Scientist (Neuroscience/Clinical Trial/Clinical Studies),TYG Consultant's,bio,0.8877259492874141,-1,0.1203594270185445
go-SiRQGQSNtYBU9PlYAAAAAA==|research associate in biochemistry & molecular genetics-yang lab,Research Associate in Biochemistry & Molecular Genetics-Yang Lab,UVA Health,bio,0.97191826502482,-1,0.006810282939771191
in-02998ea0a188af53|sr research associate,Sr Research Associate,Temple University Health System,bio,0.670394053061803,2,0.004558261076238823
in-41bf2b3335ae31a7|scientist i,Scientist I,Odyssey Systems Consulting Group,bio,0.9806919495264681,9,0.10853209040781357
"go-V9JHrJTZImy9vRUwAAAAAA==|postdoctoral scholar - synthetic or molecular biology, microbiology, biochemistry, cyanobacteria","Postdoctoral Scholar - Synthetic or Molecular Biology, Microbiology, Biochemistry, Cyanobacteria",University of California - San Diego,bio,0.894166529178619,-1,0.04463912680799588
"in-d9d991b3d2c8ab9b|assistant professor, physician scientist, tenure track","Assistant Professor, Physician Scientist, Tenure Track",Rutgers University,bio,0.6813199917475381,-1,0.04784239273471408
in-d1ffb78ef2856d2b|quality control chemist,Quality Control Chemist,Merck KGaA,bio,0.600760519504547,3,0.09065886009325973
in-d1a4b8a69532bd52|business development associate – us west coast,Business Development Associate – US West Coast,Sepax Technologies,bio,0.5848277360200881,-1,0.06097045119397576
in-c60dce182f264557|principal scientist translational science – neurodegeneration or renal disease,Principal Scientist Translational Science – Neurodegeneration or Renal Disease,GSK,bio,0.9224321643511451,5,0.29237618430709256
li-4286971260|clinical project manager,Clinical Project Manager,MillenniumSoft Inc,bio,0.624485462903976,2,0.004700229392146338
in-00293a474cf9ff54|research postdoctoral fellow - genetic and epigenetic alterations,Research Postdoctoral Fellow - Genetic and Epigenetic Alterations,Children's Hospital of Philadelphia,bio,0.9885667165120441,35,1.0
go--7q7_pbTM9amZ2f2AAAAAA==|biochem lab support,Biochem Lab Support,Zintellect,bio,0.9984520872433981,-1,0.03021426238582588
"in-7575bfa42f9179db|director, clinical pharmacology and quantitative pharmacology","Director, Clinical Pharmacology and Quantitative Pharmacology",Alexion Pharmaceuticals,bio,0.812460243701934,-1,0.08758984369876925
in-78fe533adf5d00da|biology part-time lab prep crew - harper,Biology Part-Time Lab Prep Crew - Harper,Penn State University,bio,0.54805472989877,21,1.0
li-4265352141|quality control analyst - gmp,Quality Control Analyst - GMP,Insight Global,bio,0.993580381075541,3,0.45229058287798946
in-6553c51fe7efdd2d|microbiologist i 1st shift,Microbiologist I 1st Shift,QuVa Pharma,bio,0.5580888763070101,29,1.0
in-b1050f7d66dbbb83|associate scientist msat (cell & gene therapy) (contractor),Associate Scientist MSAT (Cell & Gene Therapy) (Contractor),Legend Biotech,bio,0.986529012521108,17,1.0
"in-10d32eea3badf5f1|cd&d beverage scientist - cranbury, nj","CD&D Beverage Scientist - Cranbury, NJ",ADM,bio,0.6587073604265841,49,1.0
"in-87b2c11d2dffd3e8|associate scientist, purification process science","Associate Scientist, Purification Process Science",Thermo Fisher Scientific,bio,0.9762884378433221,34,0.3278316424275924
in-e92831739e1ab95a|scientist 1 - cell culture laboratory,Scientist 1 - Cell Culture Laboratory,MilliporeSigma,bio,0.9889913797378541,43,0.19015044559583114
in-03c0a59499995c31|3rd shift qa laboratory technician,3rd Shift QA Laboratory Technician,Apex Life Sciences,bio,0.9095273017883301,36,0.1445421358929228
in-a6d81839fd3a4e45|medical lab scientist ii,Medical Lab Scientist II,University of Maryland Medical System,bio,0.778409053881963,47,1.0
"in-7c9b1563148951de|data scientist, computational biology","Data Scientist, Computational Biology",United Therapeutics,bio,0.8927048047383621,-1,0.006041501395398883
in-b46a9f914b5c0662|qc analyst ii,QC Analyst II,Kashiv BioSciences LLC.,bio,0.9326992233594251,3,1.0
li-4283537400|entry level scientist,Entry Level Scientist,Katalyst CRO,bio,0.9274798432985941,52,1.0
li-4282348889|principal research associate (biomarker & metabolism analytics),Principal Research Associate (Biomarker & Metabolism Analytics),Teva Pharmaceuticals,bio,0.741549293200174,19,0.17284393066120007
li-4207043515|viral pathogenesis lead scientist,Viral Pathogenesis Lead Scientist,Goldbelt Apex LLC,bio,0.957206408182779,15,1.0
li-4248899527|lab technologist,Lab Technologist,AtlantiCare,bio,0.8561504284540811,0,1.0
in-bb54d58bf14d18fb|sr research scientist r&d us cmg sweets,Sr Research Scientist R&D US CMG Sweets,The Hershey Company,bio,0.84416385491689,49,1.0
in-aacc1db3dbbf40f8|post-doctoral fellow - myosin phosphatase,Post-Doctoral Fellow - Myosin Phosphatase,"University of Maryland, Baltimore",bio,0.9312451879183451,24,0.28823621967518737
in-70e15ce1b82e2786|lab tech iii - beverage,Lab Tech III - Beverage,McCormick & Company,bio,0.6802757432063421,49,1.0
"in-e32018a143fb1776|oncology clinical biomarker lead, translational development","Oncology Clinical Biomarker Lead, Translational Development",Bristol Myers Squibb,bio,0.8584925134976701,10,0.4711730316524593
in-a34eb1fe7320a539|supervising research scientist (head of cell therapy research laboratory),Supervising Research Scientist (Head of Cell Therapy Research Laboratory),Rutgers University,bio,0.9967486461003621,50,0.5696027480269565
in-4fd875961b3130cd|qc analytical scientist,QC Analytical Scientist,WuXi AppTec,bio,0.997357328732808,3,1.0
"in-2b62e3e2430fe291|laboratory assistant - cellular, molecular neurobiology research","Laboratory Assistant - Cellular, Molecular Neurobiology Research",Rutgers University,bio,0.9534993171691891,13,0.09758164851006713
li-4204630499|synthetic biology tools development for novel biotechnology chassis microbes,Synthetic Biology Tools Development for Novel Biotechnology Chassis Microbes,ORAU,bio,0.9527706305185951,9,0.0626125983936192
in-706315f2367efa69|bacterial core lead scientist,Bacterial Core Lead Scientist,Kikiktagruk Inupiat Corporation,bio,0.965882201989491,9,1.0
in-4c37e1df1e8c1027|principal laboratory technician,Principal Laboratory Technician,Rutgers University,bio,0.9961759249369301,8,0.09158454124113731
in-97348b284f2a06ed|ludwig postdoctoral research associate,Ludwig Postdoctoral Research Associate,Princeton University,bio,0.8361210227012631,-1,0.04460324196239533
li-4304441797|microbiologist,Microbiologist,DataAnnotation,bio,0.624712020158767,-1,0.00025885209360877666
in-07f909c263c7d367|scientist ii - in vivo pharmacology,Scientist II - In Vivo Pharmacology,Legend Biotech,bio,0.9826669494311011,17,0.6336284950549435
in-c6dc7e7757065e4e|post-doctoral research position in molecular cell biology,Post-Doctoral research position in Molecular Cell Biology,"University of Maryland, Baltimore",bio,0.9033271074295041,24,0.33371040995439927
li-4228460748|associate scientist i,Associate Scientist I,"QPS Holdings, LLC",bio,0.903272688388824,-1,0.07950350551764339
"in-e0ccf8e8f1c7c473|associate scientist ii, virology","Associate Scientist II, Virology",Tonix Pharmaceuticals,bio,0.968223591645558,-1,0.004356343619592891
in-3e9c01f21a324474|animal support technician ii,Animal Support Technician II,Charles River Laboratories,bio,0.9544690052668251,-1,0.0639503190364842
li-4271105359|medical technologist,MEDICAL TECHNOLOGIST,"Mercy Medical Center, Baltimore, MD",bio,0.670766214529673,0,1.0
li-4291032403|research specialist c,RESEARCH SPECIALIST C,Inside Higher Ed,bio,0.9483220775922141,-1,0.027332601037752598
in-1143505daec6a650|research scientist iii,Research Scientist III,"Culmen International, LLC",bio,0.9325329264005021,-1,0.11201601800814982
in-5e1482eee525ddce|quality control associate i (wed - sat 8:00am - 6:30pm) 1,Quality Control Associate I (Wed - Sat 8:00am - 6:30pm) 1,Charles River Laboratories,bio,0.9914842049280801,3,0.08506041123539707
in-b75319f5ed2f1478|research associate i,Research Associate I,Rutgers University,bio,0.9840284585952751,50,1.0
in-f9b1537c9fdb52ea|postdoctoral research fellowship: neuroprotection and remyelination drug discovery research,Postdoctoral Research Fellowship: Neuroprotection and Remyelination Drug Discovery Research,Johns Hopkins University,bio,0.9640199740727741,24,0.08668093868527683
"in-4c108b9d9256578c|visiting researcher, multiple vacancies","Visiting Researcher, Multiple Vacancies",Rutgers University,bio,0.986675937970479,8,0.1388137448301349
"li-4265706113|scientist, regenerative medicine - connective tissues","Scientist, Regenerative Medicine - Connective Tissues",BioSpace,bio,0.572592432300249,-1,0.003258763569476458
li-4213013821|molecular virology research scientist,Molecular Virology Research Scientist,Parsons Corporation,bio,0.9277770519256591,15,0.0033529432527057514
in-7252642036333704|research (professional),Research (Professional),University of Pittsburgh,bio,0.941882252693176,22,0.3969353410123412
in-8495e23474cbd9f1|scientist i,Scientist I,WuXi AppTec,bio,0.9317028522491451,-1,0.02878055292713463
in-3399e334994f1587|research technologist,Research Technologist,Johns Hopkins University,bio,0.958043336868286,2,0.16633396203008283
li-4224384485|research assistant professor of genetics,Research Assistant Professor of Genetics,University of Pennsylvania,bio,0.5036723191539441,28,1.0
in-fdc3cb93c18c0654|data scientist 3,Data Scientist 3,Sentar,bio,0.8433374762535091,27,1.0
li-4115485848|systems biology staff scientist,Systems Biology Staff Scientist,Alaka`ina Foundation Family of Companies,bio,0.8853741685549411,39,1.0
"in-f00769514537dd6f|post-doctoral research fellow department of pathology & genomic medicine, lab of dr. tykocinski","Post-Doctoral Research Fellow Department of Pathology & Genomic Medicine, Lab of Dr. Tykocinski",Thomas Jefferson University & Jefferson Health,bio,0.7761463423569991,58,1.0
in-c01db4766a176d1f|research assistant – montaner lab,Research Assistant – Montaner Lab,The Wistar Institute,bio,0.965012311935424,55,1.0
"in-31e579d9da172ce4|sr associate, laboratory process improvement","Sr Associate, Laboratory Process Improvement",GeneDx,bio,0.7132097482681271,-1,0.003669646429393564
li-4278763995|laboratory supervisor,Laboratory Supervisor,Lifepoint Health®,bio,0.8529210885365801,0,0.2066444591168144
li-4157087251|postdoctoral fellow (prep0002996),Postdoctoral Fellow (PREP0002996),The Johns Hopkins University,bio,0.980387151241302,4,0.8690390680466737
in-2a7bdf2c1d3d0f86|laboratory manager,Laboratory Manager,Temple University Health System,bio,0.8380131721496581,-1,0.004409799591619592
li-4219871161|bioassay scientist ii,Bioassay Scientist II,Eurofins PSS Insourcing Solutions,bio,0.9914263089497881,1,0.49909039578342224
in-82e5975792cf3ce3|medical laboratory billing specialist,Medical Laboratory Billing Specialist,University of Maryland Medical System,bio,0.807452499866485,47,1.0
in-cc1ee71bc1f79ab5|cell biology intern / sr. cell biology intern,Cell Biology Intern / Sr. Cell Biology Intern,Thermo Fisher Scientific,bio,0.618231495221455,34,0.3170847424053606
in-6f090cbeebc8f7f0|qc analyst iii,QC Analyst III,Kashiv BioSciences LLC.,bio,0.9344861904780071,3,1.0
li-3677881907|part-time sleep research technologist,Part-Time Sleep Research Technologist,Penn State University,bio,0.689548174540201,-1,0.12581128810961045
in-9bc986a6b9a9509b|lab medical technologist - microbiology - per diem,Lab Medical Technologist - Microbiology - Per Diem,Holy Name Medical Center,bio,0.9240425030390421,-1,0.0579795157398552
li-4275878624|clinical laboratory technologist – hematology,Clinical Laboratory Technologist – Hematology,Labcorp,bio,0.9338924487431841,-1,0.0806478446643999
in-807ff974b4a23bb7|laboratory assistant - seasonal,Laboratory Assistant - Seasonal,Rutgers University,bio,0.784931162993113,13,0.06640951637281414
in-6ec7729f89d4cdb0|research associate ii / iii product development,Research Associate II / III Product Development,RoosterBio,bio,0.9873627026875811,-1,0.027150065932316177
in-d0688b1bded73e6d|research associate ii - acvp,Research Associate II - ACVP,Frederick National Laboratory for Cancer Research,bio,0.989063362280527,-1,0.004394375450088554
li-4278398416|biological technician,Biological Technician,Think Tank Inc.,bio,0.8601337671279901,-1,0.0033583083912400126
"li-4288348433|quality control scientist - microbiology, bioanalytical","Quality Control Scientist - Microbiology, Bioanalytical",Catalent,bio,0.974917391935984,29,1.0
"in-6b646ba823d8060e|post-doctoral research fellow - chromatin regulator and immune interaction in blood cancers, lab of jianping li","Post-Doctoral Research Fellow - Chromatin Regulator and Immune Interaction in Blood Cancers, Lab of Jianping Li",Thomas Jefferson University & Jefferson Health,bio,0.813695311546325,25,0.26434137544409586
in-5af2d248a14ba747|postdoctoral associate,Postdoctoral Associate,Rutgers University,bio,0.983360310395558,8,0.1211729885898134
"in-2f54904e9607978e|field service engineer, catalog products and instruments","Field Service Engineer, Catalog Products and Instruments",GenScript ProBio,bio,0.780028412739435,7,0.6870433864469092
"in-a74a78c71da943c6|lab coordinator, department of plant pathology and environmental microbiology","Lab Coordinator, Department of Plant Pathology and Environmental Microbiology",Penn State University,bio,0.8810242811838781,18,0.12553105189948915
in-acca1278b01d10d7|microbiologist i 503b (2nd shift),Microbiologist I 503B (2nd shift),Empower Pharmacy,bio,0.874845405419667,29,1.0
in-c7ac4237f03d2219|research assistant,Research Assistant,Biologic-Scientific Research Institute SMO,bio,0.99599144856135,2,0.0046969207001324766
in-779606fd76a12eaa|senior project manager – engineer or scientist,Senior Project Manager – Engineer or Scientist,"Inter-Fluve, Inc.",bio,0.5053946922222771,20,1.0
in-073e411c075fc561|senior analytical development r&d scientist,Senior Analytical Development R&D Scientist,Empower Pharmacy,bio,0.9705795645713801,-1,0.1368727158239836
in-598fb206ef608621|biocurator,Biocurator,"Goldbelt, Inc.",bio,0.718693395455678,15,1.0
in-a918db1e284d4799|research specialist,Research Specialist,Johns Hopkins University,bio,0.984990000724792,2,0.02086512225097067
"in-d0ecd5352f277766|associate director, clinical informatics and data science, aacr project genie","Associate Director, Clinical Informatics and Data Science, AACR Project GENIE",American Association for Cancer Research,bio,0.7699595689773561,5,0.03788907778736508
in-286b993f90a4f9c0|research scientist,Research Scientist,"QPS Holdings, LLC",bio,0.9624558687210081,-1,0.12535261706025824
"in-05cce2c9f519b0ea|principal scientist, in vivo pharmacology","Principal Scientist, In Vivo Pharmacology",Legend Biotech,bio,0.9825421969095861,17,0.9404954611113696
in-d37b15d0853e6372|research scientist - neurology,RESEARCH SCIENTIST - NEUROLOGY,Cooper University Healthcare,bio,0.9043220281600951,-1,0.0005902158922648977
li-4240413178|forensic scientist iii,Forensic Scientist III,CICONIX,bio,0.9215583801269531,31,1.0
in-bb9dceaf1ddef813|post doctoral research fellow – circadian biology and genomics,Post Doctoral Research Fellow – Circadian Biology and Genomics,Children's Hospital of Philadelphia,bio,0.980478187402089,35,1.0
in-eacd7682480bbd81|sr market applications specialist,Sr Market Applications Specialist,Waters,bio,0.5722386837005611,20,0.02794493291095461
li-4287584705|travel allied health professional cath lab technologist,Travel Allied Health Professional Cath Lab Technologist,KPG Allied Professional Staffing,bio,0.8906318545341491,44,0.9564872959661523
li-4292055205|bioassay scientist,Bioassay Scientist,Eurofins PSS Insourcing Solutions,bio,0.9935110807418821,1,0.8681791993664335
in-0ca315e4eae6b907|viral immunology lead technician,Viral Immunology Lead Technician,Cape Fox Mission Systems,bio,0.9341848095258071,53,1.0
in-c0eceeebe893813e|medical laboratory scientist - full time day shift,Medical Laboratory Scientist - Full Time Day Shift,MedStar Health,bio,0.9812395572662351,0,0.5148762469008689
li-4208702170|molecular virology research scientist,Molecular Virology Research Scientist,KIKIKTAGRUK INUPIAT CORPORATION,bio,0.9465331037839251,9,1.0
li-3951457314|lead lab technologist - microbiology,LEAD LAB TECHNOLOGIST - MICROBIOLOGY,Independence Health System,bio,0.6952094137668611,0,0.4825987555864674
li-4298793858|2026 future talent program – regulated bioanalytical – intern,2026 Future Talent Program – Regulated Bioanalytical – Intern,Merck,bio,0.754600445429484,57,1.0
in-d4809d27b8ec22b6|part time - laboratory technician,Part Time - Laboratory Technician,Simmons Foods,bio,0.6137160956859581,3,0.11812038623141231
"in-cbc580c9f33f5a95|investigator, cheminformatics","Investigator, Cheminformatics",GSK,bio,0.7649310926596321,5,0.13886832049755482
in-a7be890e7d67498c|laboratory technologist,Laboratory Technologist,Guidehouse,bio,0.98982169230779,-1,0.0038596937773607083
li-4231625551|postdoctoral fellow (prep0003397),Postdoctoral Fellow (PREP0003397),The Johns Hopkins University,bio,0.926123698552449,4,1.0
in-bd86c4e45bfc47e3|manufacturing associate i/ii,Manufacturing Associate I/II,Piper Companies,bio,0.860177377859751,14,1.0
in-b81cf447aba40917|laboratory research technician ii,Laboratory Research Technician II,University of Pittsburgh,bio,0.9836889902750651,22,1.0
"in-cb6cda371969c3f3|fp6684, cooperative research and outreach technician, cast","FP6684, Cooperative Research and Outreach Technician, CAST",Delaware State University,bio,0.934843142827351,-1,0.007674649649005771
in-e227cd72e62da49c|assistant research scientist (prep0003670),Assistant Research Scientist (PREP0003670),Johns Hopkins University,bio,0.888193209966023,4,0.644181277064443
in-95e4c002ab09101b|post doctoral associate,Post Doctoral Associate,University of Pittsburgh,bio,0.9539381861686701,16,0.2055610944955122
"in-3dd8c9b36aa924a3|executive director, adc tumor mdt biomarker lead","Executive Director, ADC tumor MDT Biomarker Lead",GSK,bio,0.7133357326189671,5,0.11192415734207424
in-4a0e9c627b0bcf48|faculty position in academic drug discovery (open rank),Faculty Position in Academic Drug Discovery (Open Rank),The Wistar Institute,bio,0.9561491012573241,55,1.0
in-1ecd045ad0fb38b6|instrument technician/associate engineer – full time,Instrument Technician/Associate Engineer – Full time,GS-Tek,bio,0.9069705208142591,36,1.0
li-4278278621|mass spectrometry scientist,Mass Spectrometry Scientist,Quest Diagnostics,bio,0.934042036533355,41,1.0
"in-756cfabd8eec7f0b|scientist, process development","Scientist, Process Development",QIAGEN,bio,0.9368444879849751,-1,0.12966822577306303
in-720a41e59709f334|medical laboratory scientist ii,Medical Laboratory Scientist II,Quest Diagnostics,bio,0.9608167409896851,12,1.0
in-6ca79630243a29d3|product application manager,Product Application Manager,Sepax Technologies,bio,0.8612832625706991,26,0.09729256712701166
in-b379d680c29f6eba|post doctoral associate,Post Doctoral Associate,Rutgers University,bio,0.9504828254381811,8,0.14741207436002907
in-e2488f51e9c90218|assistant research scientist (prep0003676),Assistant Research Scientist (PREP0003676),Johns Hopkins University,bio,0.9313963055610651,4,0.9151196145408386
in-7d05ae713f5dd992|molecular technologist,Molecular Technologist,Cairo Diagnostics,bio,0.961523671944936,0,0.29713808989902923
in-6e6e9fe7a2efd972|data scientist 2,Data Scientist 2,Sentar,bio,0.82553611199061,27,0.4869569387871342
in-5df8b72c3efab718|lab tech ii (specimen processing),Lab Tech II (Specimen Processing),Johns Hopkins Health System,bio,0.978091736634572,33,0.7518246832269694
li-4297259761|research technologist,Research Technologist,Inside Higher Ed,bio,0.9982581734657281,2,0.012950330197152573
in-c6ec3ba295f79254|water sample collector,Water Sample Collector,Passaic Valley Water Commission,bio,0.8396925727526341,20,0.010329131370162494
"in-60944a328ff9a9b0|executive director, translational research","Executive Director, Translational Research",Legend Biotech,bio,0.9015165766080221,17,0.3613597064430192
li-4274314551|part time - linguistics & music perception lab - research assistants,Part Time - Linguistics & Music Perception Lab - Research Assistants,Penn State University,bio,0.6818078855673471,21,1.0
in-c42fb0f1855c7893|biological data computation support,Biological Data Computation Support,Kikiktagruk Inupiat Corporation,bio,0.887392461299896,9,0.36374298847912
"in-a11c2c5716d4f38e|director, biological network analytics","Director, Biological Network Analytics",Johnson & Johnson,bio,0.605989277362823,6,1.0
li-4255354756|medical technologist/medical laboratory technician,Medical Technologist/Medical Laboratory Technician,Patient First,bio,0.9760402242342631,0,1.0
in-e1ddc38582dd0f50|verification scientist iv,Verification Scientist IV,U.S. Pharmacopeia,bio,0.6326442857583361,3,0.20698109175914667
in-abef25ba6a7fc808|senior environmental chemist- pfas,Senior Environmental Chemist- PFAS,Eurofins USA Medical Devices,bio,0.993436475594838,1,0.7537502132474211
in-1cb37cebc20c54b7|mohs histotechnologist,Mohs Histotechnologist,Johns Hopkins University,bio,0.6189826826254521,32,0.2360314476536389
in-728260fdd580cff1|postdoctoral fellowship,Postdoctoral Fellowship,National Institutes of Health,bio,0.8534139196077981,25,0.40822266956087994
in-66c8a0384935b13b|research technician positions (research assistants) – aird lab,Research Technician Positions (Research Assistants) – Aird Lab,The Wistar Institute,bio,0.9842649102210991,55,1.0
li-4275216527|scientist iv,Scientist IV,Goldbelt Professional Services,bio,0.8580099542935691,42,1.0
"li-4276031215|travel cath lab technologist - $2,333 per week - 1383537","Travel Cath Lab Technologist - $2,333 per week - 1383537",Vivian Health,bio,0.9610899289449051,30,0.3405300316756421
in-85c548eb08079870|manufacturing associate,Manufacturing Associate,"Rise Therapeutics, LLC",bio,0.9589144190152481,14,1.0
in-c68bc4dd74845247|position: science teacher / research mentor – high school science & research program,Position: Science Teacher / Research Mentor – High School Science & Research Program,Joseph Kushner Hebrew Academy,bio,0.8066894610722861,-1,0.05524010947931791
in-4170cf8a516572d6|postdoctoral fellow in gene regulation,Postdoctoral Fellow in Gene Regulation,National Institutes of Health,bio,0.729092886050542,25,0.3952163581552577
in-cd2608227dfcfe2b|laboratory relations specialist,Laboratory Relations Specialist,Eurofins,bio,0.817282676696777,1,0.4100641129118734
li-4277251675|forensic scientist ii,Forensic Scientist II,The Henry M. Jackson Foundation for the Advancement of Military Medicine,bio,0.966217259565989,37,0.3265495936434622
in-c2a3c081321a124e|lab tech i/phlebotomy,Lab Tech I/Phlebotomy,Johns Hopkins Health System,bio,0.8212112188339231,33,1.0
in-c1a73c195461421b|technology associate,Technology Associate,GSK,bio,0.8160220185915621,14,1.0
in-399527fd1cd322dd|lab technician,Lab Technician,Dermatology Partners,bio,0.617340832948684,32,0.6315014243425786
in-f93b1bf1e881d411|associate chemist - organic prep- environment testing - 3rd shift,Associate Chemist - Organic Prep- Environment Testing - 3rd Shift,Eurofins,bio,0.9447762966156,1,0.2772791290117987
li-4221292058|biostatistician,Biostatistician,DataAnnotation,bio,0.589513182640075,-1,0.0002589596227030271
"li-4096945649|director, dna-chromatin biology","Director, DNA-Chromatin Biology",CHDI Foundation,bio,0.985232909520467,25,0.12724638321836818
in-c173215695544c72|supervisor,Supervisor,Pace Analytical Services LLC,bio,0.500983953475952,-1,0.0016715542704738302
in-20878366f5cf5613|forensic scientist iii,Forensic Scientist III,"CICONIX, LLC",bio,0.9209902485211691,31,1.0
li-4284435986|clinical laboratory technologist - chemistry,Clinical Laboratory Technologist - Chemistry,Labcorp,bio,0.9391602079073581,-1,0.08759372672170103
in-16ce5d16d527c1de|hplc chemist,HPLC Chemist,"US Cannalytics, NJ",bio,0.988376398881276,26,1.0
in-4b4c622d83c20fe6|research associate,Research Associate,"University of Maryland, Baltimore",bio,0.994296173254648,24,0.21526968201306146
in-a8085e24f51a991e|research program coordinator,Research Program Coordinator,Johns Hopkins University,bio,0.8253487944602961,-1,0.004242210115648166
in-645b01f17662079a|human physiology lab assistant,Human Physiology Lab assistant,Gannon University,bio,0.666637152433395,2,0.006299038094380676
in-d7698f224381eaba|post-doctoral position - oncology & molecular biology & radiology imaging,Post-Doctoral Position - Oncology & molecular biology & radiology imaging,"University of Maryland, Baltimore",bio,0.9027372201283771,24,1.0
"in-1d6b8ee80cdeebc6|laboratory assistant, biology & environmental science * - raritan valley community college","Laboratory Assistant, Biology & Environmental Science * - Raritan Valley Community College",Raritan Valley Community College,bio,0.654229750235875,13,0.0716437953825607
"in-02de12a4153a56be|senior manager - analytical ai, clinical development","Senior Manager - Analytical AI, Clinical Development",Bristol Myers Squibb,bio,0.65893284479777,10,1.0
in-9895f757f30b9162|postdoctoral fellow: cellular therapy gene delivery/editing in the center for cellular engineering,Postdoctoral fellow: cellular therapy gene delivery/editing in the Center for Cellular Engineering,National Institutes of Health,bio,0.9682299296061191,25,1.0
in-5cced8cd76961580|research faculty (prep0003324),Research Faculty (PREP0003324),Johns Hopkins University,bio,0.8828234076499931,4,0.9356702224713901
in-b76b87a69c1db561|research specialist d,Research Specialist D,University of Pennsylvania,bio,0.6926979223887121,11,0.6875329641859076
"in-908cf6bf999fdb5f|lead, laboratory process improvement(hybrid)","Lead, Laboratory Process Improvement(Hybrid)",GeneDx,bio,0.683980147043863,-1,0.0036808865851676803
in-6bb4ae93db51ce9c|laboratory manager- kim lab,Laboratory Manager- Kim Lab,Howard Hughes Medical Institute,bio,0.888070205847422,-1,0.004105725405209348
in-33bc795438038492|laboratory technician,Laboratory Technician,Equi-Stem LLc,bio,0.9982592264811191,-1,0.04359546289604125
"in-0e689059d2663135|contract, scientist i, gxp bioanalytical, clinical pharmacology","Contract, Scientist I, GxP Bioanalytical, Clinical Pharmacology",PTC Therapeutics,bio,0.9857390721638991,19,0.12494074466547514
in-d57d197666819911|qc microbiology scientist,QC Microbiology Scientist,Eurofins,bio,0.7531896432240801,1,0.3869169317972024
in-3ce8d6abd9430e25|laboratory research specialist (contractual/c2),Laboratory Research Specialist (Contractual/C2),"University of Maryland, Baltimore",bio,0.989597221215566,-1,0.026300271917228984
in-88815bb83fd6221e|bioengineer iv (business and analysis manager),Bioengineer IV (Business and Analysis Manager),"Goldbelt, Inc.",bio,0.817682315905888,42,1.0
in-bb9dceaf1ddef813|post doctoral research fellow – circadian biology and genomics,Post Doctoral Research Fellow – Circadian Biology and Genomics,Children's Hospital of Philadelphia,bio,0.9759912093480421,35,1.0
in-ef997cef1c33f496|principal scientist,Principal Scientist,Scout Bio,bio,0.981800536314646,-1,0.09015815253080761
"in-8fe2d14e533a6ca4|manufacturing team lead, car-t","Manufacturing Team Lead, CAR-T",Bristol Myers Squibb,bio,0.60453961789608,54,1.0
in-2ae32c22e3498044|quality control specialist i,Quality Control Specialist I,Lonza,bio,0.856426278750101,3,0.13508868933777612
"li-4287424392|associate principal scientist, gene editing and biologics research","Associate Principal Scientist, Gene Editing and Biologics Research",BioSpace,bio,0.8912207881609591,45,1.0
"in-9028e8a4e4bb5096|vaccine process development intern, manufacturing technology -summer 2026 intern","Vaccine Process Development Intern, Manufacturing Technology -Summer 2026 Intern",Sanofi,bio,0.894708216190338,-1,0.024503106042774135
in-c37afd742bf8da48|local analytical definition specialist,Local Analytical Definition Specialist,Eurofins,bio,0.96862655878067,1,1.0
in-f73066466b712d35|veterinary technician i,Veterinary Technician I,Charles River Laboratories,bio,0.9529031117757161,-1,0.06544952834883734
in-23b4483fc3fad984|research teaching specialist ii,Research Teaching Specialist II,Rutgers University,bio,0.799585739771525,8,1.0
li-4298799698|2026 future talent program – bioanalytical research – intern,2026 Future Talent Program – Bioanalytical Research – Intern,Merck,bio,0.8694338997205091,57,1.0
in-9843e2c9813c43a2|lab automation operator,Lab Automation Operator,CGI,bio,0.775491078694661,43,0.19906480381438402
