uid,title,company,domain,p_rnd,topic_id,topic_prob
in-08f91f3e2ae82692|medical technologist,MEDICAL TECHNOLOGIST,Mercy Health Services (MD),bio,0.66653357942899,0,1.0
in-b2c604347a0fbc99|laboratory research technician,Laboratory Research Technician,University of Pittsburgh,bio,0.968627790609995,22,0.6307577511699348
in-f23e7fbb37615dd7|histotechnician,Histotechnician,UPMC,bio,0.58467906465133,32,1.0
in-53fb9307c0748c6b|molecular biology senior scientist,Molecular Biology Senior Scientist,Alaka`ina Foundation Family of Companies,bio,0.977420071760813,39,1.0
li-4038361578|medical technologist,Medical Technologist,Garrett Regional Medical Center,bio,0.8428020874659221,0,0.2708329792108768
li-4300845493|laboratory technician - mouse research,Laboratory Technician - Mouse Research,Inside Higher Ed,bio,0.961655259132385,2,1.0
in-96c00d4bded0e804|recent graduate,Recent Graduate,Pop-Up Talent,bio,0.637794733047485,29,0.21698550368920455
in-fe3c207ba234af2a|data scientist 3,Data Scientist 3,Gormat,bio,0.9027678569157911,27,1.0
li-4268157821|medical technologist (per diem) - temple health/episcopal hospital,MEDICAL TECHNOLOGIST (Per Diem) - Temple Health/Episcopal Hospital,Temple Health – Temple University Health System,bio,0.682247519493103,-1,0.004167530611715997
"in-3679cf57a0cf0c15|data scientist, level 3","Data Scientist, Level 3",Independent Software,bio,0.828333576520284,27,1.0
li-4297216940|car-t scientist,CAR-T Scientist,Eurofins PSS Insourcing Solutions,bio,0.9949838717778521,1,0.0857027439480332
in-d024873bea24268a|bioassay scientist,Bioassay Scientist,Eurofins,bio,0.993414243062337,1,1.0
in-3e8b49db99a79afc|bioengineer v,Bioengineer V,"Goldbelt, Inc.",bio,0.8645555774370821,42,0.8717606186259843
in-685cb560d57b5933|forensic scientist trainee,Forensic Scientist Trainee,Commonwealth of Pennsylvania,bio,0.6608931819597881,31,0.21783512774434713
in-f1e72919c60d6ee1|forensic scientist ii,Forensic Scientist II,"Baltimore County, MD",bio,0.679544121026992,31,0.09496160457104151
in-ba1a703e89139f95|research specialist ii,Research Specialist II,Johns Hopkins University,bio,0.996563216050465,2,0.010457907107206755
in-621eb0dd89dc5952|research scientist,Research Scientist,University of Pittsburgh,bio,0.9709028005599971,16,0.09168835975519224
in-f7c3deedfc28f14f|rn care coordinator,RN Care Coordinator,,bio,0.604803492625554,-1,0.003150012141189867
in-dd1178ea4e6f55a2|pathology- surgical pathologist,Pathology- Surgical Pathologist,Temple University,bio,0.6022980858882261,-1,0.004135649532132424
li-4266017843|analytical associate scientist/scientist,Analytical Associate Scientist/Scientist,BioSpace,bio,0.9988172252972921,7,0.04916206346671242
go-ko93KHoK8SzORvHeAAAAAA==|senior laboratory technician - biology / chemistry / biochemistry (bbc),Senior Laboratory Technician - Biology / Chemistry / Biochemistry (BBC),Florida International University - Board of Trustees,bio,0.5490500430266061,21,0.5410407787859784
"li-4300872010|associate principal scientist, gene editing and biologics research","Associate Principal Scientist, Gene Editing and Biologics Research",BioSpace,bio,0.890067915121714,45,1.0
in-1d5e0794365dfcf6|car-t scientist,CAR-T Scientist,Eurofins,bio,0.995595296223958,1,0.0807812627482418
li-4296129538|2026 future talent program - data rich experimentation - co-op,2026 Future Talent Program - Data Rich Experimentation - Co-Op,Merck,bio,0.729349911212921,57,1.0
in-5598bf0fed8554b6|post-doctoral research fellow - neurology,Post-Doctoral Research Fellow - Neurology,Children's Hospital of Philadelphia,bio,0.9976950883865351,35,1.0
in-9860f7c0b6820c95|lab tech ii/phlebotomy,Lab Tech II/Phlebotomy,Johns Hopkins Health System,bio,0.97764629125595,33,0.6441723219771398
"in-b7588b8da95944e1|lab, molecular technologist (derm)(pit)","Lab, Molecular Technologist (Derm)(PIT)","Castle Biosciences, Inc.",bio,0.9087348779042561,0,0.07750570486510573
in-2b25fa10e7e2c934|environmental scientist,Environmental Scientist,J.S. Held,bio,0.601701053480307,20,0.5156456084044988
in-4c9e2648a13c84b4|quality & food safety supervisor,Quality & Food Safety Supervisor,Bunge,bio,0.6689588526884711,-1,0.05627777398865551
in-274372ebc66a8f77|lead molecular pathology technician,Lead Molecular Pathology Technician,Parsons,bio,0.7662388583024341,15,0.003456728696590804
in-08eb4e2d29356c9f|laboratory support specialist,Laboratory Support Specialist,,bio,0.9455554684003191,-1,0.07905463131297079
"in-8c268c1e0e0f960e|director, integrative sciences","Director, Integrative Sciences",GSK,bio,0.882400810718536,5,0.08589293488265487
"in-60d2872d02322681|chairperson, department of cell and molecular biology","Chairperson, Department of Cell and Molecular Biology",Rowan University,bio,0.7663244803746541,-1,0.058409512785276875
"in-03cf3d3625e85ea1|research specialist, school of nursing","Research Specialist, School of Nursing",University of Pennsylvania,bio,0.805123249689737,11,0.7316815734831036
in-1687843234c2ebad|scientist/technician,Scientist/Technician,PRINCETON BIOMEDITECH CORPORATION,bio,0.9404899080594381,-1,0.15044368641414385
"li-4292805058|experienced scientist, api cell therapy","Experienced Scientist, API Cell Therapy",Johnson & Johnson Innovative Medicine,bio,0.9485795696576431,6,0.4458828222645151
li-4294959005|scientist/associate scientist: 3d engineered in vitro models,Scientist/Associate Scientist: 3D Engineered In Vitro Models,GSK,bio,0.8723885814348851,5,1.0
in-39a1c3c5949fb603|quality specialist,Quality Specialist,"SDC Nutrition, Inc.",bio,0.584146529436111,3,0.1265704853468633
in-e5c4e8bd780446de|histo prep tech,Histo Prep Tech,Johns Hopkins Health System,bio,0.5321139643589651,33,1.0
li-3944497357|part-time research technologist - comparative,Part-Time Research Technologist - Comparative,Penn State University,bio,0.5868104497591651,18,0.3265664283881173
in-a37129fca9e7ed4b|clinical laboratory scientist i,Clinical Laboratory Scientist I,Johns Hopkins Health System,bio,0.9846020936965941,33,1.0
li-4305821123|antibody engineering associate scientist,Antibody Engineering Associate Scientist,Gables Search Group,bio,0.9288840889930721,23,1.0
in-609286bb5c7f9d59|scientist iii - vaccine drug development - fsp,Scientist III - Vaccine Drug Development - FSP,Parexel,bio,0.9970738291740411,-1,0.05798345419164591
in-ac60cdb83026e5ba|downstream conjugation pd scientist,Downstream Conjugation PD Scientist,Abzena,bio,0.9766402840614311,14,0.07198905855747435
li-4268804294|forensic dna analyst (fs2-pas),Forensic DNA Analyst (FS2-PAS),SNA International,bio,0.9858459631601961,31,1.0
"in-cd55bd805d33b10c|scientist, analytical development","Scientist, Analytical Development",Insmed Incorporated,bio,0.9529990752538041,45,1.0
in-26fa029892c52599|associate scientist- entry level (2nd shift),Associate Scientist- Entry Level (2nd Shift),Eurofins,bio,0.9478125770886741,1,1.0
in-cd85b2cca89a1a02|laboratory research technician iii,Laboratory Research Technician III,University of Pittsburgh,bio,0.93716404835383,22,1.0
in-9516874aa826da22|lab histotechnologist lead full time days,Lab Histotechnologist Lead Full Time Days,Capital Health,bio,0.906034727891286,33,0.8002291221235447
"in-faccc3612fe46e87|supervisory team lead, ex vivo","Supervisory Team Lead, Ex Vivo","Champions Oncology, Inc.",bio,0.9558378458023071,-1,0.05688238786618946
in-3e83d4de8b669553|process engineer- r&d,Process Engineer- R&D,Avantor,bio,0.70084731777509,14,0.4270924823841484
in-48ce72fa885fabcc|senior researcher (prep0003438),Senior Researcher (PREP0003438),Johns Hopkins University,bio,0.9398169517517091,4,1.0
in-17c3223d8f8f6115|research tech ii,Research Tech II,Children's Hospital of Philadelphia,bio,0.9876715342203771,35,0.06416268715374883
li-3999367563|part-time research support assistant- nifa qtl nt - sawers lab,Part-time Research Support Assistant- NIFA QTL Nt - Sawers lab,Penn State University,bio,0.7195163468519841,21,0.11242445467050109
li-4166734230|part-time research assistant - avian biology,Part-Time Research Assistant - Avian Biology,Penn State University,bio,0.7171497841676071,21,1.0
li-3902977813|senior scientist - method development-biomarker lc-ms/ms,Senior Scientist - Method Development-Biomarker LC-MS/MS,"Frontage Laboratories, Inc",bio,0.9832449754079181,19,1.0
in-b1b6d17fd5289bed|cytotechnologist lead,Cytotechnologist Lead,RWJBarnabas Health,bio,0.534696484605471,51,0.949865668455178
go-szDo7eQ1tlk_jOfcAAAAAA==|entry level - biochemist - protein conjugation,Entry level - Biochemist - Protein Conjugation,Integrated Resources INC,bio,0.826419611771901,-1,0.11792953819026454
in-8d5a2c4786d23417|lead medical technologist- blood bank,LEAD MEDICAL TECHNOLOGIST- BLOOD BANK,Cooper University Healthcare,bio,0.84862595796585,-1,0.0005898287211262066
"in-215a11083b6b73bb|field applications scientist, immunoassay specialist","Field Applications Scientist, Immunoassay Specialist",Bio-Techne,bio,0.8033404747645061,-1,0.014049998230488385
in-ccdcb63a83fdf352|qc lab tech,QC Lab Tech,Piper Companies,bio,0.9871196150779721,3,0.10636414518026452
in-55a87e3e04a50596|research technologist,Research Technologist,Johns Hopkins University,bio,0.9758237401644381,2,0.08637857808714125
li-4266766987|laboratory technician,Laboratory Technician,"Integrated Resources, Inc ( IRI )",bio,0.8077728350957231,52,1.0
in-adf1eebc14026264|research scientist - skin research & innovation,Research Scientist - Skin Research & Innovation,Colgate-Palmolive,bio,0.9715855916341141,40,1.0
in-36a6f6c0b780ba91|research postdoctoral fellow - cancer immunotherapy,Research Postdoctoral Fellow - Cancer Immunotherapy,Children's Hospital of Philadelphia,bio,0.9935466647148131,35,0.06840543801646248
in-52a187ca7e95da1d|bioanalytical team leader,Bioanalytical Team Leader,IFF,bio,0.571887681881586,-1,0.08877243012442652
in-9d8fb29ee172ff27|medical laboratory scientist ii- hematology & chemistry,Medical Laboratory Scientist II- Hematology & Chemistry,Quest Diagnostics,bio,0.970919887224833,12,1.0
in-15f0be50c509a891|senior scientist,Senior Scientist,Scout Bio,bio,0.9905361334482821,-1,0.0864676762238362
li-4224387205|research associate (je),Research Associate (JE),University of Pennsylvania,bio,0.8526158730189001,28,1.0
li-4135037669|lab technologist - friday - sunday 06:00 pm - 06:00 am (overnights),Lab Technologist - Friday - Sunday 06:00 PM - 06:00 AM (OVERNIGHTS),MillenniumSoft Inc,bio,0.738778740167617,38,1.0
li-4270551492|assistant research scientist (prep0003666),Assistant Research Scientist (PREP0003666),The Johns Hopkins University,bio,0.9180379112561541,4,0.6998184665544481
in-4c2435d0b9bd8e1c|postdoctoral fellow in multi-tissue cytokine biology,Postdoctoral Fellow in Multi-tissue Cytokine Biology,National Institutes of Health,bio,0.9501540263493851,25,1.0
in-68d5ee76cd3cfd26|junior proteomics research associate (orbitrap exploris 240),Junior Proteomics Research Associate (Orbitrap Exploris 240),Vizzhy Labs,bio,0.9924016594886781,19,0.39264118520325314
in-2b25fa10e7e2c934|environmental scientist,Environmental Scientist,J.S. Held,bio,0.60147160043319,20,1.0
in-2d413c61cec9c064|research technician,Research Technician,Thomas Jefferson University & Jefferson Health,bio,0.9232878684997551,2,0.0058502693460630245
in-fdc85fd8a2692684|chemical process engineer dev program (pedp) job,Chemical Process Engineer Dev Program (PEDP) Job,Armstrong World Industries,bio,0.55731526017189,26,0.10048475603617318
in-2bdc68f2238fb764|medical laboratory scientist i - auto chemistry,Medical Laboratory Scientist I - Auto Chemistry,Quest Diagnostics,bio,0.9878064393997191,12,0.13535106132130725
li-4293047791|travel allied health professional cath lab technologist,Travel Allied Health Professional Cath Lab Technologist,Coast Medical Service,bio,0.891953627268473,44,1.0
in-2dcdaaeb65ff133d|postdoctoral scholar,Postdoctoral Scholar,Moravian University,bio,0.565749039252599,-1,0.03918735714812289
li-4296109907|research specialist a/b,Research Specialist A/B,Inside Higher Ed,bio,0.7826837599277491,11,1.0
in-a13e38862d3c6124|wet lab specialist,Wet Lab Specialist,"PMHCC, INC.",bio,0.9956231713294981,-1,0.0904161078041017
li-4271094728|scientist iv,Scientist IV,Goldbelt Professional Services,bio,0.8549829920132951,42,1.0
li-4304637209|2026 summer internship product development,2026 Summer Internship Product Development,Bristol Myers Squibb,bio,0.573824514945348,10,1.0
in-6a1bd501ed7b348b|research and development intern,Research and Development Intern,Keystone Industries,bio,0.7168790598710371,26,0.28518951042310414
"in-349c4706da2d7c7b|clinical development program lead, neuropsychiatry (executive director)","Clinical Development Program Lead, Neuropsychiatry (Executive Director)",Bristol Myers Squibb,bio,0.7154655655225111,10,0.8372775612125283
"in-5f6e5f4b45df6623|manager, quality control- stability","Manager, Quality Control- Stability",Rocket Pharma,bio,0.8838505744934081,-1,0.05090987890647135
li-4293983014|research specialist i,Research Specialist I,Princeton University,bio,0.9815186858177181,-1,0.004608474176910603
in-999832d117c9f073|postdoctoral fellow,Postdoctoral Fellow,"University of Maryland, Baltimore",bio,0.9513394633928931,24,1.0
in-3d6c06803229a67f|senior biomarker repository technician,Senior Biomarker Repository Technician,"Goldbelt, Inc.",bio,0.979145387808481,15,0.2941982845668461
"in-17c07e65d4b41d43|administrator i, mss","Administrator I, MSS","QPS Holdings, LLC",bio,0.793265869220097,19,0.2116505844171913
in-5c8e1ed25b4eafa9|immunology technician,Immunology Technician,Accelevir Diagnostics,bio,0.9954792261123651,-1,0.03573214292916266
in-9bce6e04b4f17257|clinical data specialist,Clinical Data Specialist,Labcorp,bio,0.753315657377243,-1,0.017430205826610427
in-c8b8bb4e9c95a8db|machine learning research scientist - mellon college of science - pittsburgh supercomputing center,Machine Learning Research Scientist - Mellon College of Science - Pittsburgh Supercomputing Center,Carnegie Mellon University,bio,0.735570549964904,46,1.0
"in-6bd9e847f8b1aa7e|analyst ii, qc microbiology","Analyst II, QC Microbiology",Bora Pharmaceuticals,bio,0.7786480784416191,29,0.1602813121407175
li-4271100584|process advisor v,Process Advisor V,Goldbelt Professional Services,bio,0.9094508687655131,42,1.0
in-389fd50d53f280ce|head of us information technology (it),Head of US Information Technology (IT),GenScript ProBio,bio,0.802136331796646,7,0.9048808564181056
in-f67fc6cc531a88a9|drug development sme,Drug Development SME,Guidehouse,bio,0.7466885844866431,-1,0.07392985717543409
in-fd14acf9cf9a375b|senior quality assurance specialist - 2nd shift!,Senior Quality Assurance Specialist - 2nd shift!,Eurofins,bio,0.6111008028189341,1,0.6627438862854702
in-6615fde00d80f37e|research specialist b,Research Specialist B,University of Pennsylvania,bio,0.9679593443870541,11,0.8882679939516077
in-30524f99c09d4173|qa technician - afternoons,QA Technician - Afternoons,Church & Dwight Co.,bio,0.769056955973307,26,0.18502354199550075
in-90c6ea566af244cd|iqb summer lab researcher,IQB Summer Lab Researcher,Rutgers University,bio,0.5657060643037161,13,0.5754464100743619
li-4224379919|research associate (ps),Research Associate (PS),University of Pennsylvania,bio,0.8693329095840451,28,0.6408847156519114
"li-4283957870|principal scientist, cmc pipeline innovation","Principal Scientist, CMC Pipeline Innovation",Legend Biotech,bio,0.988171597321828,17,1.0
in-c1362042afe92f07|laboratory technician – 12hr rotating shift,Laboratory Technician – 12hr Rotating Shift,"Institute for Environmental Health, Inc.",bio,0.7238961557547251,36,0.30974999858798086
"in-4367011828280bf9|senior research associate, biomarker development","Senior Research Associate, Biomarker Development",Dhara Consulting Group,bio,0.9871945381164551,-1,0.005753537584736457
in-e72523ee77a7bb12|accounting specialist,Accounting Specialist,GenScript ProBio,bio,0.750200897455215,7,0.5365963633532462
li-4287716183|research associate,Research Associate,Lensa,bio,0.798184037208557,28,1.0
in-bb221c865dc9bed8|manufacturing associate - biotech,Manufacturing Associate - Biotech,Katalyst Healthcares & Life Sciences,bio,0.7393351395924881,14,1.0
in-5ee9fa4927c95c69|supervisor analytical,Supervisor Analytical,Charles River Laboratories,bio,0.9401543935139971,-1,0.08355457496353468
"in-dd235feac0ee304b|senior scientist, translational biomarkers","Senior Scientist, Translational Biomarkers",Arcellx,bio,0.8925244013468421,-1,0.0025794900458099837
in-7cce2537400aa6a3|lab pack chemist plant,Lab Pack Chemist Plant,Clean Earth,bio,0.5117561717828111,20,0.9490884916945931
in-3f6b97c3723b03e1|lead clinical modeler- vaccines,Lead Clinical Modeler- Vaccines,Sanofi,bio,0.9271173278490701,-1,0.02452411436762802
"in-e4c79ddf7debd67c|senior scientist, biologics","Senior Scientist, Biologics",Johnson & Johnson,bio,0.979453007380167,6,0.8140376388967212
in-b818a15bb76bc5c5|research specialist ii,Research Specialist II,Johns Hopkins University,bio,0.989962259928385,2,0.02040412825543622
in-9fd38169807852ed|medical technologist- microbiology lab,Medical Technologist- Microbiology Lab,RWJBarnabas Health,bio,0.695778429508209,51,1.0
in-ce515ad030341331|post doctoral associate,Post Doctoral Associate,University of Pittsburgh,bio,0.542240460713704,16,0.15018508432810304
